content,sentiment
oiya habis kelar nonton flash ep.2 kan ada bagian anjing ipis di set syuting mv terus kata hyeongjun bisa jadi pertanda bagus huhuhuhu,neg
@sadturnian cie @patlysin bukan orang indonesia,neg
"Twivortiare, gundala, ready or not wa gila sih ini rip dompet",neg
pantes gua liat fancam cinun ini kok aju nice nya lama amat🙂🙂,neg
Chaos banget apa sha? Wkwk,neg
Hangyul kuli bangunan,neg
aku beli nasi padang lupa ga bilang nasinya separo aja hhh,neg
Hadeuhh ganteng banget si pusing liatnya akutu,neg
"Pin.... ini lagu kesukaan ak:,,,)",pos
@pineavle malu gue maluuu dulu pnrh masuk fandom mrk trs bingung bgt knp org org blg itu fandom toxic (soalnya circle gua di fandom itu gaada yg clown 🤪👍🏻),neg
"Ada scene yg dicut ya tapi, eh gapapa deng yg penting jadi tayang di Indo :)))",pos
@ShoutOut3Sub “Woi! Mana janji lu mau traktir gua?”,pos
"Guys jadi ini sepatu kekecilan baru beli dan belum sama sekali dipake. Reebok Astroride Strike Women’s Running Shoe ‘Navy’. EUR 36 /23cm. Yang minat langsung DM ya, bisa nego:) https://t.co/E2elQ8p7ku",neg
Can you believe it? That's my very first massive build that I've done in the Sims 4! This one's called 'Grandeur Hotel' and it's a super modern and exquisite place that your Sims would love to visit! Check out the 1st part of building this hotel: https://t.co/DsbamJOALZ\n#TheSims https://t.co/wMrFGUXndx,pos
�� Kejujuran smashblast yang sudah sukses dibidangnya sekarang. Selamat ya rin! 👋🏻👏🏻 https://t.co/oAClsg6PW3,pos
"@kimochiii_ It's funny how the ""good"" moslems here playing the majority card.\n\nSemua agama yg disebutkan di twit atas ga ada kok yg lakukan tindakan represif di tempat dmn mrk adl mayoritas. Kalopun ada, coba cek, ributnya sama siapa..\n\nU're welcome",neg
abis nonton gundala AKHIRNYA gua memutuskan untuk nonton the night come for us besok,neg
@budimandjatmiko Bunga telang kering. Di Indonesia malah jarang  liat https://t.co/Azg5inKbae,neg
pusing bgt ini hp gua knp si elah,neg
lagi nangisin preview mx dia bandara tiba2 dimarahin bunda suruh siapin bekel buat bsk alhasil diseret ke alf*mart😭😭 https://t.co/TG8XTqTwzU,neg
Changkyun chic bgt sial😭,neg
abis oty saatnya menyisihkan uang untuk rv siapa tau tiba2 mereka baik mau ke ina kan ya,pos
AWAS AJA SAMPE JELEK KAYAK P4P3R T0WNS,neg
@nctconfess GUE GILA GUA LEGIT PIKIR XIAOJUN TUH TAEYONG BUT CHINESE–,neg
@sekijeuan WKWKKW takut kaki gua pegel besok cuy,neg
kekurangannya tidak bisa aku miliki :(,neg
@SpotifyID GUA LIAT MINGI,neg
"@wonniecoffeecup mmmm makasih banyak kak ais bakal aku coba paling nanti gemeteran:"")\n\nAku juga mau ketemu kak ais biar punya stock meme yg banyakk",pos
hey high school and college kids!! fav if you want more info about a great part time job with flexible hours!:)✨,pos
@sekijeuan SAMA ANJRIT gua sisa grab twt line,neg
"gua, unamenya wrvng trs dia ngmgnya ""the winner is......WARUNG!!!"" 😭😭😭👍🏻👍🏻👍🏻 idk karin inget apa ga ya, tp ntah knp dr awal tau ni org jg gua pny fi ""ni org baik"" 🤷🏻‍♀️",pos
"ANJIR DIBELIIN ALBUM I–\nboleh jg kali kak beliin album nct, banyak subunits soalnya albumnya jg banyak huhu :' belom lg yg superm :''",pos
Bangga bgt liat yohan jujur,pos
@tzuyoo_ SIAP!!\naku pernah sih digangguin sama kakel waktu kelas 7 dulu..,pos
"thread kkn desa dancer emang bikin emang panjang tp jujur bagus sih, bikin merinding..",pos
Kalo panitia madk kek gini aku rela jd seminggu😩,pos
Jadi inget waktu smp. Orang orang yang terlibat ga mikir jangka panjang apa ya begini bisa aja nularin virus,neg
LAHIYA GUA LUPA ADA GR UI MAKANYA LAME GOJEKNGA..... dasar stupit https://t.co/8cDPCAIxJW,neg
"Sekarang, aku seneng, one it anaknya baik baik, saling support, aku sayang fandomku ini😭😭❤️\n\nSemoga gaada akgae yang menodai fandom ku ini😭😭😭",pos
"SESENENG INI!!!!\ndulu jaman w1, Minhyun SUSAH MAMPUS BUAT INTERAKSI sama nuble. Minyon nyebut nama nuest aja diprotes. Begitu sebaliknya. Sampe ada petisi gajelas bikinan akgaenya minhyun. Aku sebagai loves dulu sedih banget ada di sitkon kayak gitu.",neg
hah asli......,pos
NGIDAM SEI SAPI LAMALERA DI BANDUNG duh ada2 aj da bm segala jauh,neg
asli gua jd jarang update 2nd ig wokwowkwowk,pos
Ibukota pindah ngga papa. Terpenting ibu kamu jadi mertua,pos
"@diaryPDx101 Efek efek sticker yang ada di instastory dsb juga itu pake teknologi AR (cmiiw). Bikinnya gimana? Belum paham aku gimana caranya, tp berdasarkan yg aku baca, tiap media AR nya itu perlu display, tracking, dll (cmiiw)",neg
@litsabers lebih miskin gua,neg
"@awkarin @cupboardxx kak kelas aku kurang dana buat festival bazaar sekolah h-7 udah mentok banget properti konsumsi blm lanjut lagi mo nangis aq :"")",neg
"@awkarin kak kelasku kurang dana buat festival bazaar sekolah h-7 udah mentok banget:"")",neg
@SammiSoh @jokowi 😢😢Setidaknya biarkan mereka menyelesaikan Ibadahnya dahulu Pak!!!! https://t.co/eUFKXo7kpz,pos
"@patlysin @strangerwriters pat mao ke puncak, mao ke pantai, mao ke jungleland",pos
"@FirstMediaCares hallo ini ada gangguan wifi (no internet) DAN tv no signal. tolong di proses ya, nomor pelanggan 26059401",neg
Flash keren tp energetic tuh legend....woe😔,pos
@csyohann Yaaa kapan kapan kalo main sby bisa ketemuuuu,neg
"@patlysin what's the difference? di bogor juga susah napas, di mana-mana asap. cih",neg
pasti mau nonton dreamies,pos
heran bgt lg ngerjain tugas di mcd trs sampe skrg masih macet bgt jalanan dpn mcd\n\nemang bener2 macet nya jakarta no mercy banget heran,pos
murah banget 1.1/bulan ada kolam renang pula. di kalmong 15juta bonus banjir,pos
@Alinda2812 Klo sholat jamaah kan banyak partner udh😁,pos
"berhubung hari ini libur dan gaada agenda apapun selain belajar buat ujian jadinya sekali aja makan sore kan tadi..... mbungkus nasi padang kan, terus karena ngantuk bgt jadi pengen bikin kopi.... terus mikir... apa gak makin cepet mati ya gw..... untung akhirnya minum aer doang",neg
emang gaya gue ngechat tuh kek cuek bebek gitu ya?? kok gue sakit hati dikatain begitu,pos
Gatau dari dulu kalo bikin cntoh kalimat di bahasa Indonesia pasti sering pake nama dia,pos
"hi? aku jual kontak supplier nih, cm 5k aja via ovo/pulsa! cuma 5ribu aja bisa dapetin ratusan bahkan ribuan supplier. wow kan? buat yang gatau, kontak supplier tuh isinya nama/no olshop yang bisa kalian jadikan supplier kalo kalian mau buka usaha buat nambah uang jajan gituu",neg
"Aku bawa lampu philips aja biar terang terus, terus terang",pos
Banyak cobaan untuk menuju sukses ya nak,pos
semakin pusing akibat oknum ini,neg
"@101fess iyaaa coba ulang ulang terus dari awal sampe akhir, pasti keliatan",pos
Pusing ya kak ;__;,neg
ya Allah sedih :(((((,neg
:( okelah fokus ke victim juga tapi kasus yang begini juga mesti fokus ke pelakunya. Dikasih edukasi gituloh supaya kedepannya ga ada kejadian begini lagi atau setidaknya berkurang,neg
"perjalanan 2 jam + naek ojol salah alamat, pas nyampe tujuan cuma semenit ngobrol doang...\n\npencari kerja",neg
[HELP RT]\nWTB \n\n4 Tiket DAY6 GRAVITY in Jakarta\nGreen/Purple section apa aja\n\nTerima kasihh\n#GravityInJakarta #DAY6GRAVITYinJKT #DAY6 #DAY6GravityInJakarta,pos
"Btw 2,5 tahun lg gua ngapain y hehe pasti mereka ga ot11🙃💔 mungkin lg exchange???",pos
Gadeng gua lebih ke gasuka org2 yg suka ekswan bukan karena bakatnya wkwk fuck u,neg
Tbh gua kdg menganut bias is mine ke ekswan...ha....hahahaha-_- ayoayo hilangkan,neg
"sumpah kalo aku masi ada liat tweet orang2 assume kalo mina 0ut, awas aja, block+report+santet.",neg
@hi_centyl ih akan memperburuk kemampuan bahasa inggris-nya orang indonesia gak sih? anjay sotoy banget,neg
"Repackaging\n\nDepo Resmi Minyak Kutus Kutus dan Minyak Tanamu Tanami ""Rumah Sehat Kutus Kutus Indah Wing""\n\nDapatkan Organic Herbal Healing Oil dan produk lainnya seperti minyak tanamu tanami, sabun kalila dan sabun… https://t.co/nS0lYpyQpF",pos
OH ANJING GUA BARU TAU MANDARINNYA TAIWAN AMA CHINA BEDA WOW GUA CINA KW SEKALI,neg
@Wannable_twts Kok pada ribut sih. Gua liatnya lucu2an ajadah perasaan,neg
GUA GABISA NGOMONG APOA2 LG DSLIFSJFDSUYGADYUGN INTINYA KEREN,pos
tmn gw emang paling sultan ayo semuanya apresiasi ke sultanan ini👏🏼👏🏼👏🏼 https://t.co/ZeeWXMMpE4,pos
YG BLG X1 MENANG POPULER GANTENG DAN GEGARA GRUP JEBOLAN PRODUCE DOANG MAKANYA BS TERKENAL. LU SALAH ANJG!!!! AYO STREAM FLASH SKRG!!!!!!,pos
"@kdrama_menfess Scarlet heart dan mr. sunshine nderrr, ini udah paling mantep poteknyaaa, hotel del luna segera menyusul kalo fix sad ending",pos
@CH_chotimah @jokowi bisa tolong dijelaskan ini ada masallah yg gmn ya?,neg
dosen gua ngomong nya cepet bgt sampe ikutan engep dengernya :(,neg
"kalo depok jadi gabung ke jakarta, akhirnya ga akan ada yang mengolok-olok gue lagi kalo gue ditanya dari mana dan jawab jakarta padahal tinggal di depok. ya walaupun secara ktp masih alamat jakarta😊👍",neg
@cloudhoya ngamuk gua kalo ga soty karna FANCYYYY YOUUU U U U U,pos
"@wujeuya iya kak karena kuliahku kayak sekolah jadinya materinya per ""bab"" bisa ada yang satu kelas 50 menit doang wkwk",neg
Sm senior aja ngebangkang trus kalo udh kerja mau ngebangkang bos apa ga takut di phk? Heran. Hidup kok kayak gabutuh orang lain. Awas karma.,pos
@kmh_kangminhee Coba liat applicationmuu kyk gimana,neg
[] astaga gua kondangan rombongan tapi paling cantik sendiri,pos
"@diasayur Yang masalah banget di Indonesia menurut pengalaman beberapa bulan magang ini adalah: mau membicarakan dulu ke keluarga besar. Padahal orang tuanya sudah oke, tapi ya itu. Kasihan anaknya sudah HF karena CHD-nya.",neg
"Ga ngerti lagi ini timeline home twitter makin banyak konten2 asing pake awalan beginian, yg bahkan ga dilike/diretweet sama yg w follow.. https://t.co/0u4S0S6S0I",neg
Tiap baca bacutan2 pethuk org ttg politik pen banget gw sambit kata2nya. Tp gabole. Sabar. Ingetnya hindari bicara politik di media sosial 😌,pos
"@meharunn1sa That's correct, they don't feel represented by Hamas. The only reason they are where they are is because they leach off of the wealth of Israel. If Israel didn't exist, they'd all be wandering nomads. Study history, bitch.",neg
Tokoh elit yang bermain itu2 aja. Bidak2 yang dimainkan di lapangan juga itu2 saja. Dipelihara dengan anggaran yang sudah disediakan dan dikeluarkan sesuai strategi pada setiap kondisi medan.,pos
heyyyy hidup tak semudah itu fergusooooo. coba Tuhan turunkan 1 org lagi seperti dia untukku bisa tidak hahahah https://t.co/X67InsvjT8,neg
"@ANTIFA_Portland No real Republican's show up to your rallies, we got better things to do &amp; hang out with teenagers having impulse control problems. If somehow I accidentally found myself in the midst of one of your riots somebody get shot! Deadly force is a reasonable response to pepper spray!",neg
"@VIVAcoid Kalau ga suka jokowi serang beliau jangan bawa2 anak2 min, sinting kau pake tagar seperti itu",neg
"Om @addiems mau tanya dong, 1982 kenapa bisa ada OPM ya? Bukannya OPM muncul karena pemerintah tidak memanusiakan masyarakat, sehingga masyarakat mencoba melakukan perlawanan? Kalau kayak gini sama kayak pemerintah menjajah rakyat Papua gak sih??",neg
Salut dah gua sama yang baca ulang AU gua. Diulang juga retweet dan like.🙂👍,pos
Memek tuh mam mamm,neg
"Baru kemarin dapet pengarahan dari BNPT, hari ini dapet sharing banyak pengalaman real di lapangan dari abang GrabCar.",pos
"Legeg kieu ari tandang ke Makassar meni semanget. Curiga boga kabogoh di ditu, euy?",neg
Pengajian 3 tahun yang lalu dan baru dilaporin skg ?? Yang bener aja ah ! Butuh waktu 3 tahun buat search youtube dulu ya cari dakwah UAS yang bisa dijadiin bahan ya ? 😌 makin dagelan 😂#KamiBersatuBersamaUAS,neg
"@awyiren Bkn pea, ak demen gaya km tp ga demen muka km :&gt;",pos
@apolIosays @tubirfess Ih gamau ke jakarta. Maunya ke bandung,neg
"Puas hati jalan harini, thanks to my cousin tunjuk jalan senang, murah, best, tak penat dan hahhahah.",pos
astaghfirullah ih pengen nasi padang deket rumah yaallah. but im 2.129 km far from home,neg
"Mau make jenius atau digibank aja mikirnya berhari, tanya2 mulu, dan akhirnya aktifasi dua duanya 😅",pos
@makmummasjid Ato gak gitu coba deh makan kapur semut. Biar semutnya pada mati. Termasuk kamu juga.,neg
kiamat dah dekat hhhhh,neg
"Trus, denger celetukan temen yg biasa tinggal di kota besar, padahal bisa dibilang cuma beberapa tahun. ""Di Padang ga ada strbck, ga ada sus*i t*i, ga ada ..."" hal2 yg dianggap bergengsi di kota besar lah. Ya aku dengerin aja mah. Ga bs tbtb buat strbc dll ada disini dongs aku.",neg
Dan ngerasa lebih nyaman dengan diri yg sekarang. Bisa jadi lebih mandiri dan ga bergantung dengan siapapun. Sekarang ga punya banyak teman juga ga jadi masalah kaya dulu,pos
@IndiHome hi Indihome! Jakarta Selatan apakah sedang gangguan? Dari jam 10 pagi sampai skrg tdk bisa digunakan.,neg
"Hmm aku sebagai org yg tinggal di padang dg tidak adanya alfa bersaudara dan indomrt bisa dibilang biasa aja. Kalau keluar sumbar ujung2nya ke sana juga, dan rasanya b aja. (Atau aku mungkin emg ga suka belanja Macem2)",neg
"@aIthedas Udah pernah coba!!! Tapi rambut gue tuh agak gelombang gitu jadi nanti pas panjang jadi bergelombang, mau punya rambut lurus :(",neg
kebiasaan di jakarta dengernya akmj trs dohh...,neg
@aufashid @naufaltirto Parah? Biasa ajee kali gua,neg
Simple. Tepukan pundak yang mewakili  banyak masyarakat.,pos
Jaga-jaga kalo dihapus https://t.co/qsvOKYuOwu,neg
@nctconfess aku ada iniii tawar aja coba berapa &gt;&lt; https://t.co/aUOTJBb8qg,pos
"Pengen bgt adat padang tp yg koto gadang, iya kalau misal suami ku kelak orang padang wkwk, tp kalau ikutin adat ku mah tetep jawa✨",pos
@seeraamomo Thanks Kochi! Lu balik ke Indonesia jadi yang terbully lagi gak?,neg
@Muzakkiirr Hahaha saja cari opt lain mna tahu murah lgi,pos
apakah tidak kasian anaknya cape kuliah kurleb 8 jam di jalan pp 4 jam seperti dari jkt ke tegal belum lagi mengerjakan tugas dan embel2nya akankah lebih baik jikalau kami ngekos sj 🙏🏻 cari yg murah lalu billnya bagi dua 🙏🏻,pos
"Melihat bombardir tweet mas @jokoanwar sore ini bikin puyeng sekaligus bangga.\n\nBumi Langit Cinematic Universe, yg menggabungkan superhero Indonesia di layar lebar dg artis/aktris top tanah air? Soo unreal..\n\nSo who is the Stan Lee-ish cameo in this universe?\n\n#bcu29agustus",pos
"Mau Indonesia maju? Ayo STOP! semua tayangan televisi yg membodohi, banyak mudaratnya, gibah dan lainnya yg bertameng pada alasan kreatifitas. @KPI_Pusat, @kemkominfo dan @MUIPusat harus bertanggung jawab menghapus semuanya.\n@jokowi @DPR_RI",pos
"Percayalah kalo di semarang dikasih segala jenis es bukan ingin diminum, tapi pengen digebyurke awak. Sepanas itu astagah",neg
"kmrn mood sempet ancur parah, plg dr mesjid dijemput bokap dan muka gua kusut bgt trs bokap nanya ""kenapa mba? kok mukanya gitu?"" dan gua cuma jwb ""ga"" trs nangi kejer bet. paling gabisa nyuekin bokappp&lt;/3",neg
masih dgn atmosfir kemerdekaan indonesia. https://t.co/C74Uo44gDR,pos
telah menceritakan kepada kami Shufwan bin Isa dari Abdullah bin Sa'id bin Abu Hind dari Ayahnya saya mendengar Ibnu Abbas dari Nabi shallallahu 'alaihi wasallam seperti hadits di atas. (HR. Bukhari: 5933) - https://t.co/nuemDFRzkP,pos
"coba kalo Azrax ada komiknya, bisa masuk line-up superhero Jagat Sinema Bumi Langit\n\n/cry",neg
"Kenapa ya badan gua tuh demen banget demam tiba-tiba. Tar ilang, tar demam lagi. Tar sehari bisa demam tinggi terus turun juga di hari yang sama. Kan saya bingung. https://t.co/uhhwm6TEmm",neg
@TelkomCare selamat sore internet saya tidak bisa terkoneksi lagi.. kenapa ya kok setiap hari minggu begini ??,neg
@peachysour_ Coba dia post gambar serupa dan captionnya menunjukan itu adalah salah satu foto yang dipakai buat AU atau FF. Ada kemungkinan responnya adalah orang-orang pengen baca dan minta di-tag.,neg
@rockygerung Kita mau selamatin Jawa &amp; Jakarta,pos
@djun_bang @Mey_MeynieJT @DivHumas_Polri @BareskrimPolri @Dr_Moeldoko @KSPgoid @jokowi @mohmahfudmd @AlissaWahid @YohanesPatty2 @Putri_1979 @FerdinandHaean2 ngga ada pasalnya juga... paling yang menyebarkan bisa kena pasal ITE...\n\nkecuali ada demo berjilid-jilid.... sanggup?,neg
"@myXLCare hi XL, aku bru beli perdana, udah registrasi dan udah isi paket Xtra Combo 59k, sinyal dpt 4G, tp ga bisa inet-an malah yg terpakai pulsa biasa. Tolong dibantu, Thx",neg
"-c-\nTerus ntar muncul kolom 'Range', tulis halamannya. Misal jumlah halaman di materinya ada 7, kamu tulis no. 1, 3, 5, 7 biar sekalian.\n\nTerus klik 'More Settings', ntar tampilannya kaya di sebelah kanan. Atur 'Paper Size'nya jadi 'JIS B5(kalau kamu pake kertas binder)'. Klik ok https://t.co/L9CYCuIzY9",pos
Oh fuck lagi lagi cewe yang jadi korban,neg
bingung akun gua tuh yang mana aja,neg
Setelah melihat yg heboh akhir² ini... Dapat disimpulkan:\nJika Minoritas mengejek Mayoritas itu adalah Penistaan...\nJika Mayoritas mengejek Minoritas itu adalah Candaan (??)...\nJika dijerat hukum... Ya lari keluar negeri solusinya...,neg
@TSawud Semua poin klarifikasi yg dijelaskan oleh Pak Ustadz Abdul Somad ini benar. Yg perlu diusut ialah pihak yg menyebarkan konten dakwah tersebut ke sosmed,pos
"Apalagi bendera merah putih di Bukittinggi, kota tempat saya bertugas, merupakan salah satu bendera pusaka yang cuma hanya ada 3 di Indonesia, cuma ada di Jakarta, Yogyakarta dan Bukittinggi #proud",neg
Ga sengaja nonton upacara bendera. Gw nangis anying. Jadi pengen ngibarin bendera diatas gunung atau dibawah laut :(,pos
mau bisnis tapi kurang di percaya karena follower dikit? bisa beli dengan harga murah kok | baca di bio saya | *CP : Ada di BIO,neg
Terus barusan alumni kampus gua review dengan kecerdasannya juga.🙂 makin bingung kita semua.,neg
"@SHSL_Workaholic ""You don't get it-!""\n\nHe took a step forwards, challenging the man's personal space. If they really were alike, he knew that it would get Him a little riled up.\n\n""They turn you into a virus. A killing game, built all around YOUR influence... the odds that you'll survive are --",neg
@nanniyoyo DM admin nya coba😭 MATA KU TERNODA,neg
1000 follower hanya 25rb #murah banget!! Cara pesan : lihat ini -&gt; https://t.co/JcWDQThwh0 | *CP : Ada di BIO,pos
Map showing how Plus token funds are being laundered into Exchanges (work by @Peckshield) over $3 Billion in Crypto\n\nKnown amounts Scammed – List sum of BTC from identified and tracked addresses. Reports have been circulating that up to ~1% of Bitcoin https://t.co/La4GREaTSd,pos
DIRGAHAYU INDONESIA KU! 🇲🇨\nSelamat Memperingati Hari Kemerdekaan RI ke- 74 !\n.\nDiingatkan sama Coach @coachtimo niih jangan lupa ker kita ada #DondarnasAIS2019 pada:\n📆 25 Agustus 2019\n⏰ 13.00-17.00 WIB\n🏢 Colony Cafe Tidar\n.\nFree product &amp; Souvenir!\n@ID_ARSENAL \n#ais #aismlg https://t.co/TxCPPvtuer,pos
"⠀⠀⠀\n⠀⠀⠀×. ⠀⠀Galah, sang teman. Pencetus pertama 'Jai' sebagai salah satu panggilan. Terima kasih, gue suka, asal enggak ada 'Ji' sebagai tambahan awal. Ada saat serius, pun waktunya bercanda, menyesuaikan dengan baik. Bersungguh-sungguh dalam kerjakan sesuatu.\n⠀⠀",pos
"Sekolah Minggu siang.\nDemi sehat jiwa-raga, bugar lahir-bathin. https://t.co/jpI22hwDt8",pos
"Jumat (16/08) malam, kami tampil di Taman Menteng, Jakarta, dalam acara pameran &amp; launching buku “Rekam Jakarta 2018” yang merupakan karya teman-teman Pewarta Foto Indonesia Jakarta. Sila dilihat keseruannya di FB kami. :) https://t.co/ljGj8MgZJu\n\n📸: @nalasatmowi https://t.co/IUG5jnTkCb",pos
"@gracesencia @basuki_btp @DivHumas_Polri Gimana pak Polisi? Apa mau dibilang cupu sama masyarakat Indonesia gara gara ga berani penjarakan Somad? Ini lebih jelas loh menghinanya, dari pada yg di lakukan pak Ahok yg tidak menghina Islam(menurutku) malah dipolitisasi sama @aniesbaswedan jd menghina Islam",neg
Tau ih. Gebleg dipiara,neg
@sahaL_AS ini kalo menurut ayat Al-Qur'an emang ada larangan dari Allah sih ya. Di sini (red:Indonesia) memang ada undang-undangnya ya? mau agama apapun itu?,neg
"@3CareIndonesia min tolong cek dm saya sangat membutuhkan jaringan 3 itu satu2nya nomor saya, untuk sms telfon dan internet",pos
"Penerbangan ekonomi, tapi rasa premi ekonomi class. Jadi reviewnya memang nice ekonomi tapi kayak beda pelayanan buat yang beli makanan. https://t.co/xAHKoyZPrn",pos
"Kemaren ngambil topik ""cinta adalah penyakit"" sekarang yang kek gitu. Aksen aja nggak bisa hilang, masih bagus pronunciation papres kite ngomong enggres lagi. Jauuuuh lebih bagus pakde. Si neg sok hype dengan topik yang berat.\nKebawa rasis gua jadinya ah bangsat lu pada neg. :v",neg
"@kdrama_menfess gue salut ghs berani speak up ky gini, tau sendiri penganut ""oppa selalu benar"" bakal selalu berlaku,  ghs telat selangkah dikit bisa2 netizen udh keburu nutup mata dwn gaad yg percaya sm dia🤷‍♀️",pos
"Bapak ini mungkin ngerasain jaman penjajahan,sehingga sangat menghargai upacara bendera. Keren. \n\nKita yg lahir di zaman era kemerdekaan harusnya bisa contoh bapaknya,dulu upacara ajah bolos pas sekolah. Nyesel #selfreminder",pos
@areajulid Makanya ya kalo udah kerja jangan cari pacar yg masih kuliah ato sekolah,neg
Ovo adalah kunci hidup menuju kemiskinan.,neg
"@muhalvisyahrin Oh gitu, pantesan bisa jawa.\nDulu ke rumah istri pakdeku. Dapet org cirebon Beliau.\nNggak ah, ntar diusir mampir situ wkwkw",neg
"@x1members gini aja gantang,,, ya tuhan gphm lg gw sm oknum csy😭",neg
"#Israel #America age does not limit people to become evil loser. never for #twostatesolution #KAG | “May God ruin #Trump"" #RashidaTlaib's grandmother says https://t.co/vVX2vB8ZlG",neg
minum aer pake sedotan terus sedotannya tenggelam didalam botol apakah termasuk praktik percobaan pembunuhan,neg
@ONLYRPE Mau coba dong ke pick gak nih,neg
@flameme14 Merinding jdnyaa huhu 😭😭 coba pas segno kemarin ada wkwk,neg
Join jd resellernya GIT GARSKIN yuk! Harga murmer. ;) cek fav AYUGITAS ya katalognya. Cp:\npin:315F4147 wa:08815215211.,pos
Banyak e-commerce cuma bikin bayar tagihan makin susah. Susah pilih yang paling banyak promonya. 😅,neg
Sumpah sebel bgt kenapa cctv rumah tuh ada speakernya dan yg megang control bisa ngomong kyk radio sekolah,neg
Bingung coba mau pilih mana buat upload ig😭 https://t.co/zLdU1htH9X,neg
"@tulippeu WWKWKWKWK. Tp emak gua pernah ajak gua ke rumah pak ustad trs blg ""pak ini bisa didoain aja ngga?""\nAnak iblis kali y gua 😭😭😭😭",neg
"Kesempitan berpikir bikin cepet panas, diskriminatif, eksplosif.\nEfek doktrin gila-gilaan di jaman orba, bahkan sampai ke juvenil dan larva.\nCinta diludahi.\nKekerasan dijunjung tinggi.\n.\nGak akan berubah, sampe sistem pendidikan dirombak total.\n\nPardon my bacotan tai ini.",neg
Klo ASS coba2 masukin EE ke VIP zone awas aja!,neg
@vrnirna @mocchiaeto Dom mana kalo jakarta bisa ketuk dm aku ga?  Thxuu,neg
Isi Pulsa : https://t.co/MfMJAfZoTK\nSaya baru beli produk keren di aplikasi Akulaku dengan minimum pembayaran cicilan Rp 50.000. Anda dapat menentukan sendiri pilihan jangka waktu cicilan. Download dan lihat sendiri! https://t.co/JYxZjK2BJ9,pos
@AREAMFS Akoh rep tapi tak di dm awas yya ku santet kao nanti :)),neg
@anisaicute judi nya anak keucil,neg
"macetnye sampe bisa bikin gua ngetweet ini -,-",neg
@stardobbyx Domisili aku Lampung. Semoga ak beruntung ya:)),pos
"""Kau adalah jenius dalam bekerja keras"" -Maito Guy to Lee",pos
@cherrymacaroon_ Gua sudah angkat tangan juga. Bener-bener gak paham. Kayanya emang gua yang dungu deh.,neg
"@bhandynt Oh iya dong, kami memang lemah. Minoritas ga usah protes yaaa.",neg
@edcfess2 aku ada yg 50% nih diskon bakal lebih murah dm aja kalo mau,pos
Selamat mengisi hari minggu dengan kegiatan bengong aja di kamar sembari mikir \nya Allah idup gua kok gini-gini terus ya?,pos
@RoRonDgo @AnnaBella45MAG @amyklobuchar @realDonaldTrump @BernieSanders You do realize the remarks about Israel are about the GOVERNMENT. So how are critiques of a leader who has committed multiple acts of humans right abuse anti-semitic? https://t.co/UIkjtJnylj,pos
"@collegemenfess Aku nggak pns, tapi nggak memungkinkan kalo minta sktm. Tapi aku bisa dapet beasiswa, beasiswa ppa sih. Tapi ya. . . Lumayan.",neg
Monggo kalian sbg pendekar2 keadilan dan demokrasi : @P3nj3l4j4h @TolakBigotRI @joxzin_jogja @TeddyGusnaidi @makLambeTurah @YesusMesias @YesusPeduli @YesusSanggup @isadanislam  @TsamaraDKI @AntoniRaja bertindak adillah. Slm,pos
"@O525PM “Steph, awas ye.” Zed memperingati Stephie saat ia berjalan melewatinya. \n\n“Iyeeee.” \n\n“Di mana UKS-nya?” Tanya Zed meminta diberi pengarahan.\n\nㅤㅤㅤㅤBeruntung koridor sekolah sedang sepi karena para siswa sedang berada di lapang menonton pertandingan atau sedang istirahat.",neg
"@Asan_Almadury @toranaga3000 Baca Galatia 3 : 13, ayat itu lecehkan Tuhannya sendiri krn menyebut org yg tergantung pd tiang salib adalah terkutuk.\n\nOrang Israel berjasa krn membunuh Yesus.\n\nKasus Gub Papua :\nIsrael pelaku\nYesus korban\n\nGubernur sanjung kemulian mereka pd waktu yg sama, ANEH BIN AJAIB !!",neg
"@collegemenfess Sebagai anak mipa kesinggung sih. Iya, di Indonesia lebih cenderung tertarik ke Teknik dan Kedokteran. Tapi jujur masuk MIPA pun bagus, jurusan lain itu bagus. Coba gali peluang disana. Pasti punya peluang yang luas dan kontribusi masing2. :)",pos
"@Pemikir5 Baca Galatia 3 : 13, protes ayat itu krn melecehkan Tuhannya sendiri dg menyebut org yg tergantung pd tiang salib adalah terkutuk.\n\nOrang Israel telah berjasa karena membunuh Yesus.\n\nIsrael pelaku\nYesus korban\n\nGubernur sanjung kemulian mereka pd waktu yg sama, ANEH BIN AJAIB !!",neg
"Tepat satu tahun yang lalu, saya pun bikin mash up video selama tugas volunteer Asian Games 2018, nih linknya tonton sampai habis ya :)\nhttps://t.co/caA4wWsYzd\n\n#AsianGames2018 \n#asiangames\n#Indonesia\n#volunteer\n#AG2018",pos
@charmingyul Lampung.\nSemoga aku menang yaa sekali-sekali 😭\nThank u for GA btw ayo mutualan!,pos
"Seseorang yang mengambil obat dan lalai untuk diet, menyia-nyiakan keahlian para dokter. (Cina)",neg
kaya bakalan re-release di Jakarta aja🤷🏻‍♀️,pos
"Viral Tukang Ojek Online Wajahnya 11-12 dengan Pasha Ungu, Netizen Beri Komentar Lucu https://t.co/rjgGkhbTxi https://t.co/AgmawaQUAr",pos
@ohmybeautybank Aman nder kalo ga ketauan guru,pos
Yang sudah saya pikirkan dari om Deddy masuk islam ya ini. Pemikiran beliau soal perspektif kepercayaan lain itu loh. Dabest!,pos
